;date;lat;lon;temperature_2m;relative_humidity_2m;precipitation_probability;precipitation;rain;showers;snowfall;snow_depth;weather_code;pressure_msl;surface_pressure;cloud_cover;cloud_cover_low;cloud_cover_mid;cloud_cover_high;visibility;wind_speed_10m;wind_direction_10m;wind_gusts_10m;uv_index;uv_index_clear_sky;is_day;sunshine_duration
0;2023-12-31 22:00:00+00:00;46.02000046;9;1.977;99;;0;0;0;0;0;45;1011.1;902.3949;80;54;54;0;60;2.7416782;23.198618;11.5199995;0;0;0;0
1;2023-12-31 23:00:00+00:00;46.02000046;9;1.577;97;;0;0;0;0;0;45;1011.2;902.33624;48;39;12;0;60;4.6102495;321.34018;17.28;0;0;0;0
2;2024-01-01 00:00:00+00:00;46.02000046;9;1.8424999;94;;0;0;0;0;0;0;1012.3;903.4162;9;9;0;0;520;6.6185193;292.3802;30.239998;0;0;0;0
3;2024-01-01 01:00:00+00:00;46.02000046;9;2.5425;82;;0;0;0;0;0;1;1011.9;903.3174;0;0;0;0;24140;5.8603754;317.4896;27.72;0;0;0;0
4;2024-01-01 02:00:00+00:00;46.02000046;9;2.5425;76;;0;0;0;0;0;1;1011.9;903.3174;0;0;0;0;24140;5.904439;322.43134;25.56;0;0;0;0
5;2024-01-01 03:00:00+00:00;46.02000046;9;2.4924998;74;;0;0;0;0;0;1;1012;903.3882;0;0;0;0;24140;1.8;36.86999;28.08;0;0;0;0
6;2024-01-01 04:00:00+00:00;46.02000046;9;1.9425;70;;0;0;0;0;0;2;1011.8;903.00696;41;0;0;41;24140;4.8965297;323.97253;25.919998;0;0;0;0
7;2024-01-01 05:00:00+00:00;46.02000046;9;1.9425;68;;0;0;0;0;0;2;1011.7;902.9177;41;0;0;41;24140;3.2399998;360;26.28;0;0;0;0
8;2024-01-01 06:00:00+00:00;46.02000046;9;1.4425;67;;0;0;0;0;0;1;1013.2;904.07117;100;0;0;100;24140;4.379589;9.462248;28.44;0;0;0;0
9;2024-01-01 07:00:00+00:00;46.02000046;9;2.2424998;58;;0;0;0;0;0;3;1013;904.1887;100;0;0;100;24140;6.638072;40.601215;27.72;0;0;0;0
10;2024-01-01 08:00:00+00:00;46.02000046;9;3.0924997;62;;0;0;0;0;0;3;1013.2;904.68005;100;0;0;100;24140;10.514218;51.952908;31.319998;0.1;0.1;1;0
11;2024-01-01 09:00:00+00:00;46.02000046;9;3.9924998;64;;0;0;0;0;0;3;1013.9;905.6346;100;0;0;100;24140;8.049845;63.435013;30.239998;0.6;0.6;1;3600
12;2024-01-01 10:00:00+00:00;46.02000046;9;4.8925;68;;0;0;0;0;0;3;1013.6;905.69403;100;0;3;100;24140;4.73506;81.25392;27.359999;1.1;1.2;1;3600
13;2024-01-01 11:00:00+00:00;46.02000046;9;5.8424997;63;;0;0;0;0;0;3;1012.9;905.4119;78;0;0;78;24140;4.3498964;114.44395;25.199999;1.45;1.6;1;3600
14;2024-01-01 12:00:00+00:00;46.02000046;9;5.7425;71;;0;0;0;0;0;3;1013.3;905.73346;100;0;0;100;24140;2.5959969;213.6901;24.84;1.6;1.75;1;3600
15;2024-01-01 13:00:00+00:00;46.02000046;9;5.3925;76;;0;0;0;0;0;3;1013.3;905.6072;100;0;0;100;24140;2.7416782;246.80138;24.48;1.4;1.6;1;3600
16;2024-01-01 14:00:00+00:00;46.02000046;9;5.4424996;66;;0;0;0;0;0;3;1013.5;905.80383;100;0;0;100;24140;1.1384199;251.56496;21.599998;1.05;1.15;1;3600
17;2024-01-01 15:00:00+00:00;46.02000046;9;4.9424996;82;;0;0;0;0;0;3;1013.8;905.891;100;0;0;100;24140;1.4399999;180;18;0.5;0.55;1;3221.8813
18;2024-01-01 16:00:00+00:00;46.02000046;9;3.9424996;72;;0;0;0;0;0;1;1014;905.7056;15;0;0;15;24140;0.5091169;44.999897;14.759999;0.1;0.1;0;0
19;2024-01-01 17:00:00+00:00;46.02000046;9;3.4424996;50;;0;0;0;0;0;0;1014.8;906.2371;0;0;0;0;24140;7.5170207;16.699326;19.8;0;0;0;0
20;2024-01-01 18:00:00+00:00;46.02000046;9;2.7925;62;;0;0;0;0;0;0;1016.4;907.4269;0;0;0;0;24140;7.928177;39.47243;19.44;0;0;0;0
21;2024-01-01 19:00:00+00:00;46.02000046;9;2.9924998;57;;0;0;0;0;0;1;1016.6;907.6792;5;0;0;5;24140;8.78872;34.9921;23.4;0;0;0;0
22;2024-01-01 20:00:00+00:00;46.02000046;9;3.2925;51;;0;0;0;0;0;2;1016;907.2538;87;0;0;87;24140;8.587338;33.023872;23.4;0;0;0;0
23;2024-01-01 21:00:00+00:00;46.02000046;9;2.1925;63;;0;0;0;0;0;1;1017.3;908.0083;0;0;0;0;24140;6.638072;40.601215;22.319998;0;0;0;0
24;2024-01-01 22:00:00+00:00;46.02000046;9;2.5924997;57;;0;0;0;0;0;0;1016.6;907.5313;3;0;0;3;24140;8.669949;48.366554;20.16;0;0;0;0
25;2024-01-01 23:00:00+00:00;46.02000046;9;2.5924997;57;;0;0;0;0;0;2;1016.9;907.7992;52;0;21;34;24140;6.792466;57.99466;16.199999;0;0;0;0
26;2024-01-02 00:00:00+00:00;46.02000046;9;2.0425;64;;0;0;0;0;0;3;1017.5;908.1313;100;0;30;100;24140;7.2;53.13002;17.64;0;0;0;0
27;2024-01-02 01:00:00+00:00;46.02000046;9;1.8925;65;;0;0;0;0;0;3;1017.3;907.8969;100;0;100;100;24140;7.7879906;56.3099;18;0;0;0;0
28;2024-01-02 02:00:00+00:00;46.02000046;9;2.4924998;58;;0;0;0;0;0;3;1017.2;908.0301;100;0;100;100;24140;6.696387;53.74608;18.359999;0;0;0;0
29;2024-01-02 03:00:00+00:00;46.02000046;9;2.0924997;61;;0;0;0;0;0;3;1017.1;907.7925;100;0;100;100;24140;6.1305785;40.236294;20.16;0;0;0;0
30;2024-01-02 04:00:00+00:00;46.02000046;9;2.3424997;59;;0;0;0;0;0;3;1016.5;907.3497;100;0;100;100;24140;6.638072;49.398785;17.64;0;0;0;0
31;2024-01-02 05:00:00+00:00;46.02000046;9;2.3925;58;;0;0;0;0;0;3;1016.4;907.27905;100;0;33;100;24140;7.7043357;37.405437;20.519999;0;0;0;0
32;2024-01-02 06:00:00+00:00;46.02000046;9;1.6425;76;;0;0;0;0;0;3;1016.7;907.2685;100;0;100;100;24140;4.1046314;52.124958;21.24;0;0;0;0
33;2024-01-02 07:00:00+00:00;46.02000046;9;1.6425;66;;0;0;0;0;0;3;1016.3;906.91156;100;0;32;100;24140;5.3999996;53.13002;19.08;0;0;0;0
34;2024-01-02 08:00:00+00:00;46.02000046;9;2.2925;65;;0;0;0;0;0;3;1016.2;907.06335;100;0;36;100;24140;7.145796;49.085716;19.44;0.1;0.1;1;0
35;2024-01-02 09:00:00+00:00;46.02000046;9;2.6925;78;;0;0;0;0;0;3;1017.1;908.0149;100;0;95;100;24140;0.71999997;90;18.359999;0.6;0.65;1;2055.8833
36;2024-01-02 10:00:00+00:00;46.02000046;9;3.7424998;75;;0;0;0;0;0;3;1016.5;907.86536;100;0;83;100;24140;0.8049845;296.56497;15.4800005;1.1;1.2;1;3600
37;2024-01-02 11:00:00+00:00;46.02000046;9;4.0425;72;;0;0;0;0;0;3;1015.9;907.4393;100;0;26;100;24140;0.5091169;224.9999;13.32;1.55;1.65;1;3600
38;2024-01-02 12:00:00+00:00;46.02000046;9;4.2925;72;;0;0;0;0;0;3;1015.2;906.90546;100;0;0;100;24140;0;180;13.32;1.4;1.85;1;3600
39;2024-01-02 13:00:00+00:00;46.02000046;9;4.5425;63;;0;0;0;0;0;3;1014;905.9245;100;0;0;100;24140;2.2768397;18.435053;12.959999;1.4;1.65;1;3600
40;2024-01-02 14:00:00+00:00;46.02000046;9;4.2925;56;;0;0;0;0;0;3;1014.1;905.9227;100;6;29;100;24140;3.0758414;69.44387;13.32;1;1.15;1;3600
41;2024-01-02 15:00:00+00:00;46.02000046;9;4.2925;55;;0;0;0;0;0;3;1013.6;905.4761;100;44;38;100;24140;2.9024127;29.744795;11.879999;0.45;0.6;1;0
42;2024-01-02 16:00:00+00:00;46.02000046;9;3.6924996;78;;0;0;0;0;0;3;1013;904.7212;100;70;100;100;24140;4.73506;81.25392;17.64;0.05;0.1;0;0
43;2024-01-02 17:00:00+00:00;46.02000046;9;3.3424997;86;;0;0;0;0;0;3;1013;904.5932;100;71;100;100;24140;3.5455887;66.037506;13.679999;0;0;0;0
44;2024-01-02 18:00:00+00:00;46.02000046;9;3.3925;91;;0;0;0;0;0;3;1013.8;905.3258;100;91;100;100;24140;2.6208394;285.94547;13.32;0;0;0;0
45;2024-01-02 19:00:00+00:00;46.02000046;9;3.1425;90;;0;0;0;0;0;3;1012.3;903.8949;100;83;93;100;24140;1.609969;243.43501;10.08;0;0;0;0
46;2024-01-02 20:00:00+00:00;46.02000046;9;2.8424997;93;;0;0;0;0;0;3;1012.7;904.1418;100;81;96;100;24140;0.71999997;270;14.759999;0;0;0;0
47;2024-01-02 21:00:00+00:00;46.02000046;9;3.3925;90;;0;0;0;0;0;3;1012.2;903.89703;100;93;100;100;24140;3.219938;63.435013;7.5599995;0;0;0;0
48;2024-01-02 22:00:00+00:00;46.02000046;9;3.2925;89;;0;0;0;0;0;3;1011.6;903.3247;100;21;100;100;24140;4.6800003;67.3801;10.08;0;0;0;0
49;2024-01-02 23:00:00+00:00;46.02000046;9;3.1425;89;;0;0;0;0;0;3;1011;902.73413;100;0;100;100;24140;4.1046314;74.74483;9.72;0;0;0;0
50;2024-01-03 00:00:00+00:00;46.02000046;9;2.6425;99;;0;0;0;0;0;2;1011.5;902.99695;93;87;36;0;24140;2.3051248;128.65984;10.440001;0;0;0;0
51;2024-01-03 01:00:00+00:00;46.02000046;9;2.2424998;89;;0;0;0;0;0;1;1011.4;902.7606;67;55;30;0;24140;4.0249224;26.564985;9.36;0;0;0;0
52;2024-01-03 02:00:00+00:00;46.02000046;9;1.9425;86;;0;0;0;0;0;1;1011.4;902.64996;37;13;28;0;24140;2.0364676;44.999897;10.08;0;0;0;0
53;2024-01-03 03:00:00+00:00;46.02000046;9;2.6425;84;;0;0;0;0;0;1;1010.6;902.1935;52;35;33;0;24140;3.6179552;5.7105074;12.599999;0;0;0;0
54;2024-01-03 04:00:00+00:00;46.02000046;9;1.9925;90;;0;0;0;0;0;1;1010.2;901.5974;4;0;4;0;24140;3.319036;40.601215;23.4;0;0;0;0
55;2024-01-03 05:00:00+00:00;46.02000046;9;1.9925;87;;0;0;0;0;0;1;1009.6;901.0619;0;0;0;0;24140;0.8049845;333.43503;23.039999;0;0;0;0
56;2024-01-03 06:00:00+00:00;46.02000046;9;1.8424999;80;;0;0;0;0;0;1;1010.6;901.89905;0;0;0;0;24140;4.3498964;335.55606;20.16;0;0;0;0
57;2024-01-03 07:00:00+00:00;46.02000046;9;1.8925;78;;0;0;0;0;0;0;1010.8;902.09595;0;0;0;0;24140;5.495161;328.39255;27;0;0;0;0
58;2024-01-03 08:00:00+00:00;46.02000046;9;2.1925;80;;0;0;0;0;0;0;1010.5;901.93884;0;0;0;0;24140;1.5273507;315.0001;26.64;0.1;0.1;1;453.66425
59;2024-01-03 09:00:00+00:00;46.02000046;9;3.8424997;75;;0;0;0;0;0;0;1010.4;902.45374;0;0;0;0;24140;0.35999998;270;25.199999;0.6;0.6;1;3600
60;2024-01-03 10:00:00+00:00;46.02000046;9;4.9424996;80;;0;0;0;0;0;0;1010.7;903.121;0;0;0;0;24140;3.5455887;293.9625;20.880001;1.2;1.2;1;3600
61;2024-01-03 11:00:00+00:00;46.02000046;9;5.2925;77;;0;0;0;0;0;0;1010.2;902.8005;0;0;0;0;24140;6.0347;287.3541;27;1.65;1.65;1;3600
62;2024-01-03 12:00:00+00:00;46.02000046;9;5.7425;71;;0;0;0;0;0;0;1010;902.7838;0;0;0;0;24140;4.829907;296.56497;27.359999;1.8;1.8;1;3600
63;2024-01-03 13:00:00+00:00;46.02000046;9;6.1924996;75;;0;0;0;0;0;0;1008.3;901.42554;0;0;0;0;24140;0;180;19.8;1.65;1.65;1;3600
64;2024-01-03 14:00:00+00:00;46.02000046;9;5.9424996;81;;0;0;0;0;0;0;1008.3;901.33606;0;0;0;0;24140;3.4152596;288.43503;17.64;1.2;1.2;1;3600
65;2024-01-03 15:00:00+00:00;46.02000046;9;5.2925;59;;0;0;0;0;0;0;1008.8;901.5493;0;0;0;0;24140;7.42159;309.09384;19.44;0.6;0.6;1;3600
66;2024-01-03 16:00:00+00:00;46.02000046;9;4.5924997;70;;0;0;0;0;0;0;1008;900.58185;0;0;0;0;24140;1.1384199;251.56496;22.319998;0.1;0.1;0;217.45578
67;2024-01-03 17:00:00+00:00;46.02000046;9;4.3424997;66;;0;0;0;0;0;0;1008;900.4917;0;0;0;0;24140;5.991594;32.73523;26.28;0;0;0;0
68;2024-01-03 18:00:00+00:00;46.02000046;9;4.0425;69;;0;0;0;0;0;0;1007.8;900.204;0;0;0;0;24140;6.1094027;44.999897;23.4;0;0;0;0
69;2024-01-03 19:00:00+00:00;46.02000046;9;3.1924996;75;;0;0;0;0;0;0;1007.9;899.9843;0;0;0;0;24140;6.439876;26.564985;24.119999;0;0;0;0
70;2024-01-03 20:00:00+00:00;46.02000046;9;3.3925;71;;0;0;0;0;0;0;1007.7;899.8785;0;0;0;0;24140;1.835647;11.3098955;26.28;0;0;0;0
71;2024-01-03 21:00:00+00:00;46.02000046;9;3.2424998;73;;0;0;0;0;0;1;1007.9;900.0024;31;0;31;0;24140;4.68;360;20.519999;0;0;0;0
72;2024-01-03 22:00:00+00:00;46.02000046;9;3.1924996;65;;0;0;0;0;0;1;1007.9;899.9843;41;0;41;0;24140;4.2136917;340.0168;23.759998;0;0;0;0
73;2024-01-03 23:00:00+00:00;46.02000046;9;3.6425;59;;0;0;0;0;0;3;1008.3;900.5054;100;6;100;0;24140;6.9153743;321.34018;34.92;0;0;0;0
74;2024-01-04 00:00:00+00:00;46.02000046;9;4.2425;72;;0;0;0;0;0;2;1007.3;899.83;92;28;86;0;24140;0.71999997;360;41.399998;0;0;0;0
75;2024-01-04 01:00:00+00:00;46.02000046;9;4.0425;70;;0;0;0;0;0;0;1008.3;900.65063;14;0;14;0;24140;7.8954163;313.1524;45;0;0;0;0
76;2024-01-04 02:00:00+00:00;46.02000046;9;4.1425;70;;0;0;0;0;0;0;1008.7;901.0443;5;0;5;0;24140;6.489992;326.3099;41.399998;0;0;0;0
77;2024-01-04 03:00:00+00:00;46.02000046;9;4.3925;63;;0;0;0;0;0;0;1009;901.4032;0;0;0;0;24140;4.379589;279.46225;34.92;0;0;0;0
78;2024-01-04 04:00:00+00:00;46.02000046;9;3.7424998;67;;0;0;0;0;0;0;1008.8;900.9883;0;0;0;0;24140;6.1305785;319.7637;36.36;0;0;0;0
79;2024-01-04 05:00:00+00:00;46.02000046;9;3.9924998;62;;0;0;0;0;0;0;1009.2;901.4364;9;0;9;0;24140;6.0347;342.64587;32.039997;0;0;0;0
80;2024-01-04 06:00:00+00:00;46.02000046;9;3.2925;70;;0;0;0;0;0;0;1009.9;901.80676;0;0;0;0;24140;4.3498964;24.443953;32.760002;0;0;0;0
81;2024-01-04 07:00:00+00:00;46.02000046;9;3.7424998;64;;0;0;0;0;0;0;1009.9;901.9707;0;0;0;0;24140;5.3517847;19.653913;30.960001;0;0;0;0
82;2024-01-04 08:00:00+00:00;46.02000046;9;4.8925;55;;0;0;0;0;0;0;1010.2;902.65607;0;0;0;0;24140;7.342588;11.3098955;32.760002;0.1;0.1;1;627.01807
83;2024-01-04 09:00:00+00:00;46.02000046;9;5.1924996;64;;0;0;0;0;0;0;1010;902.5857;0;0;0;0;24140;3.2599385;276.3401;46.8;0.6;0.6;1;3600
84;2024-01-04 10:00:00+00:00;46.02000046;9;6.3925;65;;0;0;0;0;0;0;1010.7;903.6429;0;0;0;0;24140;5.04;270;30.239998;1.2;1.2;1;3600
85;2024-01-04 11:00:00+00:00;46.02000046;9;7.2925;64;;0;0;0;0;0;0;1010.4;903.6959;0;0;0;0;24140;4.1046314;254.74483;32.760002;1.65;1.65;1;3600
86;2024-01-04 12:00:00+00:00;46.02000046;9;7.6924996;60;;0;0;0;0;0;2;1009.7;903.2117;100;0;0;100;24140;5.4119864;273.814;31.68;1.8;1.8;1;3600
87;2024-01-04 13:00:00+00:00;46.02000046;9;8.092501;58;;0;0;0;0;0;2;1009.2;902.906;43;0;0;43;24140;3.219938;296.56497;29.519999;1.6;1.6;1;3600
88;2024-01-04 14:00:00+00:00;46.02000046;9;8.5425005;58;;0;0;0;0;0;1;1009.5;903.3333;1;0;0;1;24140;1.9386592;21.801476;20.880001;1.15;1.15;1;3600
89;2024-01-04 15:00:00+00:00;46.02000046;9;7.1424994;69;;0;0;0;0;0;2;1010.1;903.3741;0;0;0;0;24140;5.6233797;39.805527;21.24;0.6;0.6;1;3600
90;2024-01-04 16:00:00+00:00;46.02000046;9;6.1425;57;;0;0;0;0;0;0;1009.7;902.65924;9;0;0;9;24140;10.233123;50.710617;26.64;0.1;0.1;0;377.66953
91;2024-01-04 17:00:00+00:00;46.02000046;9;6.2925;53;;0;0;0;0;0;1;1010.1;903.0705;20;0;0;20;24140;8.669949;48.366554;26.28;0;0;0;0
92;2024-01-04 18:00:00+00:00;46.02000046;9;5.9424996;56;;0;0;0;0;0;3;1011.1;903.83905;51;0;0;51;24140;8.435069;39.805527;18.72;0;0;0;0
93;2024-01-04 19:00:00+00:00;46.02000046;9;5.8424997;55;;0;0;0;0;0;3;1011;903.71356;100;0;0;100;24140;9.931042;46.468742;20.16;0;0;0;0
94;2024-01-04 20:00:00+00:00;46.02000046;9;5.6425;56;;0;0;0;0;0;3;1011.2;903.8203;100;0;53;100;24140;9.504272;52.695976;18.359999;0;0;0;0
95;2024-01-04 21:00:00+00:00;46.02000046;9;5.4424996;59;;0;0;0;0;0;3;1011.6;904.1057;100;0;38;100;24140;8.404285;46.73567;19.08;0;0;0;0
96;2024-01-04 22:00:00+00:00;46.02000046;9;5.2925;57;;0;0;0;0;0;3;1011.3;903.7835;100;0;2;100;24140;9.290511;54.46224;20.519999;0;0;0;0
97;2024-01-04 23:00:00+00:00;46.02000046;9;5.4424996;56;;0;0;0;0;0;3;1011.2;903.7483;100;0;62;100;24140;9.449572;49.635548;18.72;0;0;0;0
98;2024-01-05 00:00:00+00:00;46.02000046;9;4.2925;65;;0;0;0;0;0;3;1011.5;903.6001;100;0;100;100;24140;9.19939;59.420856;17.64;0;0;0;0
99;2024-01-05 01:00:00+00:00;46.02000046;9;4.3925;62;;0;0;0;0;0;3;1011;903.1899;100;0;90;100;24140;7.9932966;54.16227;20.16;0;0;0;0
100;2024-01-05 02:00:00+00:00;46.02000046;9;4.7925;60;;0;0;0;0;0;3;1010.9;903.2454;100;0;100;100;24140;6.4096174;38.157276;20.16;0;0;0;0
101;2024-01-05 03:00:00+00:00;46.02000046;9;4.0924997;69;;0;0;0;0;0;3;1010.9;902.99133;100;0;100;98;24000;5.6002855;44.999897;15.84;0;0;0;0
102;2024-01-05 04:00:00+00:00;46.02000046;9;3.7424998;72;;0;0;0;0;0;3;1010;902.06;97;47;73;78;14820;5.904439;52.431335;19.08;0;0;0;0
103;2024-01-05 05:00:00+00:00;46.02000046;9;4.1924996;69;;0;0;0;0;0;3;1009.8;902.0451;100;100;100;21;23200;4.6938257;57.528828;30.960001;0;0;0;0
104;2024-01-05 06:00:00+00:00;46.02000046;9;3.9924998;72;;0.3;0.3;0;0;0;61;1010.6;902.6869;100;96;100;0;24140;0.71999997;270;25.56;0;0;0;0
105;2024-01-05 07:00:00+00:00;46.02000046;9;3.7424998;76;;0;0;0;0;0;61;1009.5;901.61346;98;95;93;68;24140;2.968636;104.03627;20.16;0;0;0;0
106;2024-01-05 08:00:00+00:00;46.02000046;9;3.5425;80;;1;1;0;0;0;61;1009.7;901.7194;100;85;100;40;24140;2.968636;14.036275;25.56;0.1;0.1;1;0
107;2024-01-05 09:00:00+00:00;46.02000046;9;3.4924998;82;;0.6;0.6;0;0;0;61;1010.1;902.05835;100;93;100;96;20380;4.1046314;74.74483;25.56;0.35;0.6;1;0
108;2024-01-05 10:00:00+00:00;46.02000046;9;3.6425;85;;1.4;1.4;0;0;0;61;1009.7;901.7557;100;100;100;100;7160;5.634891;63.435013;37.8;0.6;1.15;1;0
109;2024-01-05 11:00:00+00:00;46.02000046;9;3.5924997;89;;2;2;0;0;0;61;1009.1;901.20166;100;100;100;100;60;3.671294;78.6901;38.519997;0.55;1.5;1;0
110;2024-01-05 12:00:00+00:00;46.02000046;9;2.6925;90;;1.3;1.3;0;0;0;61;1008.3;900.1587;100;100;100;100;40;1.484318;75.96373;34.92;0.25;1.6;1;0
111;2024-01-05 13:00:00+00:00;46.02000046;9;2.1925;96;;1.9000001;1.9000001;0;0;0;61;1008;899.70746;100;100;100;100;40;1.609969;296.56497;33.839996;0.1;1.45;1;0
112;2024-01-05 14:00:00+00:00;46.02000046;9;1.9925;99;;1.4;1.4;0;0;0;61;1008.3;899.9017;100;100;100;99;80;2.52;270;23.759998;0.1;1.05;1;0
113;2024-01-05 15:00:00+00:00;46.02000046;9;1.9925;90;;1.3;1.3;0;0;0;61;1007.5;899.1877;100;100;100;100;100;2.1897945;99.46225;19.8;0.05;0.55;1;0
114;2024-01-05 16:00:00+00:00;46.02000046;9;1.6925;93;;2.4;2.4;0;0;0;61;1007.9;899.4342;100;100;100;100;100;2.0991426;120.96369;24.119999;0;0.1;0;0
115;2024-01-05 17:00:00+00:00;46.02000046;9;1.3925;96;;2.4;2.4;0;0;0;63;1007.5;898.9667;100;100;100;88;100;2.1897945;80.53775;22.319998;0;0;0;0
116;2024-01-05 18:00:00+00:00;46.02000046;9;1.8424999;98;;1.9;1.9;0;0;0;61;1005.6;897.4368;100;100;100;100;80;1.8;360;23.4;0;0;0;0
117;2024-01-05 19:00:00+00:00;46.02000046;9;2.1925;93;;3.1000001;3.1000001;0;0;0;63;1005.7;897.65454;100;100;100;100;100;2.3051248;38.65983;25.919998;0;0;0;0
118;2024-01-05 20:00:00+00:00;46.02000046;9;2.2925;92;;2.3000002;2.3000002;0;0;0;61;1005.6;897.60175;100;100;100;100;100;1.0182338;315.0001;25.919998;0;0;0;0
119;2024-01-05 21:00:00+00:00;46.02000046;9;1.8925;96;;2.3;2.3;0;0;0;61;1005;896.9197;100;100;100;100;100;1.0182338;44.999897;25.919998;0;0;0;0
120;2024-01-05 22:00:00+00:00;46.02000046;9;2.1425;92;;2.2;2.2;0;0;0;61;1005.1;897.1005;100;100;100;100;120;4.39436;55.0079;29.519999;0;0;0;0
121;2024-01-05 23:00:00+00:00;46.02000046;9;2.1925;90;;2;2;0;0;0;61;1004.6;896.67267;100;100;100;100;120;4.1046314;37.875053;32.039997;0;0;0;0
122;2024-01-06 00:00:00+00:00;46.02000046;9;1.9925;93;;1;1;0;0;0;61;1003.8;895.88544;100;100;100;100;140;4.5820518;44.999897;31.319998;0;0;0;0
123;2024-01-06 01:00:00+00:00;46.02000046;9;2.0425;94;;0.5;0.5;0;0;0;61;1003.6;895.72534;100;100;100;86;540;1.609969;26.564985;21.599998;0;0;0;0
124;2024-01-06 02:00:00+00:00;46.02000046;9;2.3925;92;;0.6;0.6;0;0;0;61;1003.3;895.58545;100;100;100;100;560;1.5273507;44.999897;6.4799995;0;0;0;0
125;2024-01-06 03:00:00+00:00;46.02000046;9;2.4924998;98;;0.4;0.4;0;0;0;61;1003.2;895.5326;100;90;99;100;540;3.4152596;71.564964;7.5599995;0;0;0;0
126;2024-01-06 04:00:00+00:00;46.02000046;9;2.7424998;92;;0.3;0.3;0;0;0;61;1001.8;894.37384;100;56;100;100;660;5.5887027;75.068535;14.04;0;0;0;0
127;2024-01-06 05:00:00+00:00;46.02000046;9;2.7925;90;;0;0;0;0;0;3;1001.4;894.03516;100;39;91;100;1420;4.6800003;67.3801;15.84;0;0;0;0
128;2024-01-06 06:00:00+00:00;46.02000046;9;2.3424997;94;;0;0;0;0;0;3;1001.1;893.6033;100;5;100;98;3660;3.319036;102.5288;17.64;0;0;0;0
129;2024-01-06 07:00:00+00:00;46.02000046;9;1.9425;97;;0;0;0;0;0;45;1000.8;893.1897;100;22;100;100;24140;4.0249224;116.56499;24.48;0;0;0;0
130;2024-01-06 08:00:00+00:00;46.02000046;9;3.5924997;81;;0;0;0;0;0;3;1000.8;893.7892;100;0;100;100;24140;3.9763298;84.805664;27;0.1;0.1;1;0
131;2024-01-06 09:00:00+00:00;46.02000046;9;4.1924996;84;;0;0;0;0;0;3;1000.1;893.3802;100;0;0;100;24140;5.7599998;90;26.64;0.45;0.6;1;0
132;2024-01-06 10:00:00+00:00;46.02000046;9;4.8925;89;;0;0;0;0;0;3;1000.5;893.98865;100;0;100;100;24080;2.52;90;29.16;0.85;1.2;1;2340.1125
133;2024-01-06 11:00:00+00:00;46.02000046;9;5.6924996;83;;0;0;0;0;0;3;999.6;893.4701;100;0;100;100;2380;2.2768397;108.43504;24.84;1.2;1.65;1;2074.0193
134;2024-01-06 12:00:00+00:00;46.02000046;9;5.9424996;79;;0;0;0;0;0;3;998.9;892.9333;100;0;100;100;2060;4.3498964;114.44395;25.199999;1.1;1.8;1;0
135;2024-01-06 13:00:00+00:00;46.02000046;9;6.1924996;76;;0;0;0;0;0;3;998.2;892.39606;100;0;100;100;2420;5.1919937;123.690094;26.64;0.8;1.6;1;0
136;2024-01-06 14:00:00+00:00;46.02000046;9;6.2425;73;;0;0;0;0;0;3;998.4;892.5926;100;0;100;100;22880;5.0528407;94.08554;26.64;0.7;1.15;1;0
137;2024-01-06 15:00:00+00:00;46.02000046;9;5.8925;68;;0;0;0;0;0;3;998.8;892.82587;100;0;100;100;24140;5.3517847;109.653915;29.88;0.4;0.6;1;0
138;2024-01-06 16:00:00+00:00;46.02000046;9;5.5425;58;;0;0;0;0;0;3;998.7;892.6122;100;0;100;47;24140;6.130579;86.63361;34.92;0.1;0.1;0;0
139;2024-01-06 17:00:00+00:00;46.02000046;9;5.5425;54;;0;0;0;0;0;3;998.9;892.79095;100;0;100;100;24140;4.3498964;24.443953;34.56;0;0;0;0
140;2024-01-06 18:00:00+00:00;46.02000046;9;5.4424996;52;;0;0;0;0;0;3;998.6;892.4871;100;0;100;100;24140;10.691453;44.999897;38.88;0;0;0;0
141;2024-01-06 19:00:00+00:00;46.02000046;9;4.9925;54;;0;0;0;0;0;3;999.1;892.77344;100;0;100;100;24140;9.686609;48.01287;41.760002;0;0;0;0
142;2024-01-06 20:00:00+00:00;46.02000046;9;4.7925;56;;0;0;0;0;0;3;999.3;892.88074;100;0;100;14;24140;8.78872;55.0079;45.36;0;0;0;0
143;2024-01-06 21:00:00+00:00;46.02000046;9;4.6425;57;;0;0;0;0;0;3;998.9;892.46967;100;0;100;6;24140;6.28713;76.75947;45;0;0;0;0
144;2024-01-06 22:00:00+00:00;46.02000046;9;4.4424996;55;;0;0;0;0;0;3;998.8;892.30853;100;0;100;93;24140;8.39657;59.03632;43.56;0;0;0;0
145;2024-01-06 23:00:00+00:00;46.02000046;9;4.5425;52;;0;0;0;0;0;3;999.2;892.70197;100;0;100;100;24140;9.339208;62.447273;43.92;0;0;0;0
146;2024-01-07 00:00:00+00:00;46.02000046;9;4.9424996;49;;0;0;0;0;0;3;998.6;892.3089;100;0;100;71;24140;9.6932955;74.931465;42.48;0;0;0;0
147;2024-01-07 01:00:00+00:00;46.02000046;9;4.6924996;51;;0;0;0;0;0;3;999.6;893.11304;100;0;98;100;24140;7.968939;71.564964;47.16;0;0;0;0
148;2024-01-07 02:00:00+00:00;46.02000046;9;4.6425;53;;0;0;0;0;0;3;999.9;893.3631;100;0;100;100;24140;6.9899354;78.11137;41.039997;0;0;0;0
